Word,Length,
bidomu_root.mp3,0.3331519274376417,0.166848073
bipimi_root.mp3,0.3613605442176871,0.138639456
bipimu_root.mp3,0.3633106575963719,0.136689342
bizomu_root.mp3,0.39301587301587304,0.106984127
bonimu_root.mp3,0.449750567,0.050249433
budomi_root.mp3,0.33351473922902497,0.166485261
budomu_root.mp3,0.3778231292517007,0.122176871
dedemi_root.mp3,0.36784580498866215,0.132154195
dedemu_root.mp3,0.3195011337868481,0.180498866
dekomu_root.mp3,0.3673015873015873,0.132698413
dimimi_root.mp3,0.33650793650793653,0.163492064
dimimu_root.mp3,0.3412698412698413,0.158730159
dumemi_root.mp3,0.4253514739229025,0.074648526
dumimi_root.mp3,0.3905215419501134,0.109478458
dupimu_root.mp3,0.3695691609977324,0.130430839
dupumi_root.mp3,0.4942403628117914,0.005759637
dupumu_root.mp3,0.49219954648526076,0.007800454
gemomu_root.mp3,0.417188209,0.082811791
genemi_root.mp3,0.39918367346938777,0.100816327
genemu_root.mp3,0.43464852607709753,0.065351474
genomi_root.mp3,0.43183673469387757,0.068163265
gezimi_root.mp3,0.34263038548752833,0.157369615
gezimu_root.mp3,0.40131519274376415,0.098684807
gidumi_root.mp3,0.4111111111111111,0.088888889
gipimi_root.mp3,0.3741496598639456,0.12585034
gipimu_root.mp3,0.3930612244897959,0.106938776
gipumi_root.mp3,0.41070294784580497,0.089297052
gobumi_root.mp3,0.4413151927437642,0.058684807
gobumu_root.mp3,0.44013605442176873,0.059863946
gomomi_root.mp3,0.39954648526077097,0.100453515
gomomu_root.mp3,0.406984127,0.093015873
gupimu_root.mp3,0.3246258503401361,0.17537415
kizemi_root.mp3,0.3891609977324263,0.110839002
kizemu_root.mp3,0.3922902494331066,0.107709751
kogumi_root.mp3,0.3383673469387755,0.161632653
kogumu_root.mp3,0.3473469387755102,0.152653061
kudimi_root.mp3,0.310702948,0.189297052
kudomi_root.mp3,0.2627210884353742,0.237278912
kudumu_root.mp3,0.267437642,0.232562358
kugemi_root.mp3,0.43247165532879817,0.067528345
kusomi_root.mp3,0.401405896,0.098594104
kusomu_root.mp3,0.4012698412698413,0.098730159
mezomu_root.mp3,0.3237641723356009,0.176235828
mikemi_root.mp3,0.4268480725623583,0.073151927
mikemu_root.mp3,0.4205895691609977,0.079410431
mimomi_root.mp3,0.42403628117913833,0.075963719
mizemi_root.mp3,0.37700680272108844,0.122993197
mizemu_root.mp3,0.37891156462585035,0.121088435
mukimu_root.mp3,0.3985487528344671,0.101451247
mukumi_root.mp3,0.3984126984126984,0.101587302
mukumu_root.mp3,0.39963718820861677,0.100362812
nebumi_root.mp3,0.3969160997732426,0.1030839
nememi_root.mp3,0.33156462585034013,0.168435374
nememu_root.mp3,0.32875283446712017,0.171247166
nomemu_root.mp3,0.33591836734693875,0.164081633
numumi_root.mp3,0.365578231,0.134421769
numumu_root.mp3,0.35628117913832197,0.143718821
pebimi_root.mp3,0.32154195011337866,0.17845805
pebimu_root.mp3,0.38875283446712017,0.111247166
pebumi_root.mp3,0.39877551020408164,0.10122449
pitemi_root.mp3,0.3451700680272109,0.154829932
pitemu_root.mp3,0.34820861678004533,0.151791383
podimu_root.mp3,0.38798185941043084,0.112018141
potemi_root.mp3,0.3923809523809524,0.107619048
sesumu_root.mp3,0.44657596371882086,0.053424036
sitomu_root.mp3,0.32657596371882086,0.173424036
sosumi_root.mp3,0.44580498866213153,0.054195011
sosumu_root.mp3,0.41061224489795917,0.089387755
sotomi_root.mp3,0.41546485260770977,0.084535147
sotomu_root.mp3,0.4169160997732426,0.0830839
sunimu_root.mp3,0.40244897959183673,0.09755102
supomi_root.mp3,0.3888888888888889,0.111111111
supomu_root.mp3,0.4310204081632653,0.068979592
tebemi_root.mp3,0.34512471655328797,0.154875283
tebemu_root.mp3,0.2961451247165533,0.203854875
tegimi_root.mp3,0.3852607709750567,0.114739229
tegimu_root.mp3,0.3852154195011338,0.114784581
tekumi_root.mp3,0.3854875283446712,0.114512472
todomi_root.mp3,0.27555555555555555,0.224444444
todomu_root.mp3,0.2756916099773243,0.22430839
togimi_root.mp3,0.3492517006802721,0.150748299
tozemu_root.mp3,0.39909297052154197,0.10090703
tozomi_root.mp3,0.329750567,0.170249433
tozomu_root.mp3,0.3157369614512472,0.184263039
zenimi_root.mp3,0.41505668934240364,0.084943311
zenimu_root.mp3,0.4011791383219955,0.098820862
zepumu_root.mp3,0.4360997732426304,0.063900227
zibimi_root.mp3,0.3726077097505669,0.12739229
zibimu_root.mp3,0.39791383219954646,0.102086168
zizomi_root.mp3,0.4492063492063492,0.050793651
zopumi_root.mp3,0.4284353741496599,0.071564626
zopumu_root.mp3,0.4329251700680272,0.06707483
zosemi_root.mp3,0.439546485,0.060453515
zunemi_root.mp3,0.41165532879818595,0.088344671
zunomi_root.mp3,0.3914285714285714,0.108571429
zunomu_root.mp3,0.38639455782312926,0.113605442
